country,brand,category,priority,site_status,market_role,official_url,affiliate_program_target,evidence_status,next_action
South Korea,Fresheasy,meal kit,P1,active,South Korean leading meal-kit brand referenced in K-food trade sources as a major industry player,https://www.fresheasy.co.kr/,direct partnership,official_and_trade_source_checked_2026-06-24,Add to Korea meal-kit anchor pages
South Korea,MyChef,meal kit,P1,active,South Korean meal-kit company referenced as one of the country's first and major meal-kit operators,https://www.mychef.kr/,direct partnership,official_and_trade_source_checked_2026-06-24,Add to Korea meal-kit comparisons
South Korea,Cookat,prepared meals,P2,active,Korean ready-food and meal brand with prepared meal and convenience-food relevance,https://www.cookatmarket.com/,direct partnership,official_and_trade_source_checked_2026-06-24,Add to Korea prepared meal pages
South Korea,Wingeat,prepared meals,P2,active,South Korean prepared meal and food-commerce brand referenced in Korean meal-kit market sources,https://www.wingeat.com/,direct partnership,official_and_trade_source_checked_2026-06-24,Add to Korea prepared meal challenger pages
Mexico,Manzana Verde,diet prepared meals,P1,active_app_route,healthy meal subscription app with home/office delivery in Mexico plus Peru and Colombia signals,https://play.google.com/store/apps/details?id=la.manzana_verde_app,direct partnership after checkout check,app_store_source_checked_2026-06-24,Add to Mexico healthy diet prepared meal pages with app-route caveat
Mexico,Nurish,prepared meals,P1,active,Mexico City healthy meal prep service delivering chef-prepared meals weekly,https://nurish.mx/,direct partnership,official_source_checked_2026-06-24,Add to Mexico City prepared meal pages
Mexico,Fit Food Mexico,healthy meal delivery,P2,active,Mexican healthy meal delivery and prepared food candidate,https://fitfood.mx/,direct partnership,official_source_checked_2026-06-24,Add to Mexico healthy prepared meal challenger pages
Mexico,Eat Fit Mexico,prepared meals,P2,active,Mexican prepared meal and healthy eating brand candidate for local meal-prep demand,https://eatfit.com.mx/,direct partnership,official_source_checked_2026-06-24,Add to Mexico prepared meal challenger pages
Brazil,Liv Up,frozen prepared meals,P1,active_app_route,Brazilian healthy frozen ready-meal and natural food delivery brand with app-led ordering and strong Sao Paulo/Rio demand,https://play.google.com/store/apps/details?id=br.com.livup.ecommerce,direct partnership,app_and_startup_source_checked_2026-06-24,Promote as Brazil frozen healthy meal anchor with app-route caveat
Brazil,Beleaf,plant-based frozen meals,P2,active_retail_check,Brazilian plant-based frozen and vegan food brand for healthy grocery dinner searches,https://www.beleafvegan.com/,retail affiliate or direct partnership,official_source_checked_2026-06-24,Add to Brazil plant-based frozen meal pages with retail-route caveat
Brazil,Pronto Light,diet prepared meals,P2,active,Brazilian diet and healthy frozen meal delivery brand,https://www.prontolight.com.br/,direct partnership,official_source_checked_2026-06-24,Add to Brazil diet prepared meal pages
Brazil,Keep Light,diet prepared meals,P2,active,Brazilian healthy and diet prepared meal delivery brand,https://keeplight.com.br/,direct partnership,official_source_checked_2026-06-24,Add to Brazil healthy prepared meal challenger pages
Brazil,Chef Bob,prepared meals,P2,active,Brazilian chef-prepared frozen meal and easy dinner delivery brand,https://chefbob.com.br/,direct partnership,official_source_checked_2026-06-24,Add to Brazil frozen prepared meal pages
US,EatFlavorly,frozen prepared meals,P2,active,"frozen meal delivery brand with scratch-made meals, no subscription, and ready-in-minutes positioning",https://www.eatflavorly.com/,affiliate application,official_source_checked_2026-06-24,Add to US frozen no-subscription prepared meal pages
US,Eat Fit Go,prepared meals,P3,active_region_check,prepared meal and grab-and-go healthy meal brand with regional availability to verify,https://eatfitgo.com/,direct partnership after region check,official_source_checked_2026-06-24,Add to regional prepared meal pages with delivery caveat
US,Fitness Kitchen LA,prepared meals,P3,active_region_check,Los Angeles prepared meal delivery and meal prep candidate,https://fitnesskitchenla.com/,direct partnership,official_source_checked_2026-06-24,Add to LA prepared meal regional pages
US,Model Meals,prepared meals,P3,active_region_check,prepared meal delivery brand with Whole30/clean eating heritage and regional service caveats,https://modelmeals.com/,direct partnership,official_source_checked_2026-06-24,Add to clean eating prepared meal pages with active-region check
US,Meal Prep Sunday San Diego,prepared meals,P3,active_region_check,regional prepared meal delivery brand for San Diego meal prep demand,https://mealprepsundaysandiego.com/,direct partnership,official_source_checked_2026-06-24,Add to regional US meal-prep coverage
Canada,Essential Meal Delivery,prepared meals,P3,active,Canadian prepared meal delivery candidate for healthy and convenient eating,https://essentialmealdelivery.com/,direct partnership,official_source_checked_2026-06-24,Add to Canada regional prepared meal pages
Australia,Meals in Minutes,prepared meals,P3,active,Australian ready-made meal delivery candidate for quick prepared dinner demand,https://mealsinminutes.com.au/,direct partnership,official_source_checked_2026-06-24,Add to AU quick prepared meal challenger pages
Japan,Co-op Deli,grocery dinner delivery,P2,active,Japanese co-op grocery and meal ingredient delivery service with household dinner planning relevance,https://efriends.coopdeli.jp/,direct partnership after fit check,official_source_checked_2026-06-24,Add to Japan grocery dinner and family meal planning pages
Japan,Watami no Takushoku,prepared meals,P2,active,Japanese home-delivered prepared meal and bento service with senior/easy dinner demand,https://www.watami-takushoku.co.jp/,direct partnership,official_source_checked_2026-06-24,Add to Japan senior prepared meal and bento pages
Japan,TastyTable FOOD,meal kit,P3,active,Japanese premium cooking kit and dinner box candidate,https://tastytable-food.com/,direct partnership,official_source_checked_2026-06-24,Add to Japan premium meal-kit challenger pages
Japan,Tsukurioki.jp,prepared meals,P2,active,Japanese prepared side-dish and weekly meal delivery service for families,https://www.tsukurioki.jp/,direct partnership,official_source_checked_2026-06-24,Add to Japan family prepared meal pages
South Korea,Tasty9,prepared meals,P2,active,South Korean ready meal and home meal replacement brand tied to Fresheasy market ecosystem,https://www.tasty9.co.kr/,direct partnership,official_source_checked_2026-06-24,Add to Korea prepared meal challenger pages
South Korea,Heodak,high protein prepared meals,P2,active,"Korean chicken breast, diet, and fitness prepared food brand in Fresheasy ecosystem",https://www.heodak.com/,direct partnership,official_source_checked_2026-06-24,Add to Korea high-protein and diet meal pages
South Korea,Market Kurly Meal Kits,grocery dinner delivery,P2,active,Korean premium grocery marketplace with meal-kit and ready-meal relevance,https://www.kurly.com/,affiliate application,official_source_checked_2026-06-24,Add to Korea grocery-dinner and ready-meal marketplace pages
Mexico,Come Bien,prepared meals,P2,active,Mexico prepared meal and healthy eating candidate for ready-to-eat dinner demand,https://comebien.mx/,direct partnership,official_source_checked_2026-06-24,Add to Mexico prepared meal challenger pages
Mexico,Healthy Box Mexico,prepared meals,P2,active_region_check,Mexico healthy meal prep and prepared food candidate with regional availability to verify,https://healthybox.mx/,direct partnership,official_source_checked_2026-06-24,Add to Mexico regional healthy meal pages
Mexico,Food & Fit,diet prepared meals,P3,active_region_check,Mexico diet and healthy prepared meal candidate with local delivery caveats,https://foodandfit.mx/,direct partnership,official_source_checked_2026-06-24,Add to Mexico diet prepared meal challenger pages
Brazil,Green Table,prepared meals,P2,active,Brazil healthy prepared meal and frozen dinner brand with Sao Paulo demand,https://greentable.com.br/,direct partnership,official_source_checked_2026-06-24,Add to Brazil prepared meal challenger pages
Brazil,Congelados da Sônia,frozen meals,P3,active,Brazil frozen prepared meals brand for easy home dinners,https://congeladosdasonia.com.br/,direct partnership,official_source_checked_2026-06-24,Add to Brazil frozen meal pages
Brazil,Marmita Fitness Brasil,high protein meal prep,P3,active_region_check,Brazil fitness meal-prep candidate for local high-protein searches,https://marmitafitnessbrasil.com.br/,direct partnership,official_source_checked_2026-06-24,Add to Brazil regional high-protein pages
Peru,Manzana Verde Peru,diet prepared meals,P1,active_app_route,Peru healthy meal plan and delivery app with personalized daily meals and diet-plan positioning,https://manzanaverde.la/peru,direct partnership,official_and_app_source_checked_2026-06-24,Add as Peru diet meal delivery anchor
Colombia,Manzana Verde Colombia,diet prepared meals,P2,active_app_route,Colombia healthy meal subscription brand from the Manzana Verde app network,https://play.google.com/store/apps/details?id=la.manzana_verde_app,direct partnership,app_and_portfolio_source_checked_2026-06-24,Add to Colombia healthy meal delivery pages
Chile,MyWay,prepared meals,P2,active_region_check,Chile healthy prepared meal and meal-plan candidate with local delivery verification needed,https://myway.cl/,direct partnership,official_source_checked_2026-06-24,Add to Chile prepared meal candidate pages
Argentina,Viandas Cook,prepared meals,P3,active_region_check,Argentina prepared meal and viandas delivery candidate with local availability to verify,https://viandascook.com.ar/,direct partnership,official_source_checked_2026-06-24,Add to Argentina prepared meal regional pages
South Africa,DinnerLink,prepared meals marketplace,P3,active,South African home-cooked meal marketplace candidate for local prepared dinner demand,https://dinnerlink.co.za/,direct partnership,official_source_checked_2026-06-24,Add to South Africa local cooked meal marketplace pages
South Africa,Food & Trees for Africa Meals,non-commercial meal support,P4,non_commercial,South African food support/non-commercial route relevant for meal-help searches but not a consumer buying path,https://trees.org.za/,not ready,non_commercial_source_checked_2026-06-24,"Account for non-commercial food support, do not monetize"
Nigeria,FoodCourt,prepared meals marketplace,P2,active_app_route,Nigeria food and meal delivery app with prepared meal marketplace relevance,https://www.foodcourtapp.com/,direct partnership after app route check,official_source_checked_2026-06-24,Add to Nigeria app-led prepared meal marketplace pages
Kenya,Kune Food,prepared meals,P3,closed_or_inactive,"formerly notable Kenya prepared meal delivery startup, now inactive/closed; account for alternatives search demand only",https://kunefood.com/,not ready,closure_source_checked_2026-06-24,Do not recommend; create alternatives angle if Kenya pages expand
Thailand,Paleo Robbie,healthy meal delivery,P1,active,"Thailand healthy prepared food, grocery, and meal plan delivery brand with Paleo and organic positioning",https://paleorobbie.com/,direct partnership,official_source_checked_2026-06-24,Add as Thailand healthy grocery and prepared meal anchor
Thailand,Fitmeal Thailand,high protein meal prep,P2,active_region_check,Thailand fitness meal prep and prepared meal delivery candidate,https://fitmeal.me/,direct partnership,official_source_checked_2026-06-24,Add to Thailand high-protein meal-prep pages
Malaysia,Dahmakan,prepared meals,P2,active_app_route,Malaysia app-led ready meal and food delivery brand historically tied to prepared meals,https://dahmakan.com/,direct partnership after active route check,official_source_checked_2026-06-24,Add to Malaysia app-led prepared meal pages with active-route caveat
Malaysia,Clean Eats Malaysia,diet prepared meals,P3,active_region_check,Malaysia healthy meal-prep and clean eating candidate,https://cleaneats.my/,direct partnership,official_source_checked_2026-06-24,Add to Malaysia diet prepared meal challenger pages
Philippines,Smart Meals PH,diet prepared meals,P3,active_region_check,Philippines diet prepared meal and calorie-controlled meal delivery candidate,https://smartmeals.ph/,direct partnership,official_source_checked_2026-06-24,Add to Philippines diet meal candidate pages
UAE,Meals on Me Pro,high protein meal prep,P3,brand_variant,UAE Meals on Me high-protein/performance positioning variant; route through main Meals on Me until separate program is verified,https://hellomealsonme.com/,direct partnership,brand_variant_source_checked_2026-06-24,Avoid duplicate affiliate claim; use for high-protein internal categorization
Saudi Arabia,Diet Center,diet prepared meals,P1,active,Saudi diet and healthy prepared meal delivery brand with structured meal plans,https://dietcenter.com.sa/,direct partnership,official_source_checked_2026-06-24,Add to Saudi Arabia diet meal pages
Qatar,Diet Delights Qatar,diet prepared meals,P2,active_region_check,Qatar healthy meal delivery brand referenced in local meal-subscription comparisons,https://www.dietdelights.com/,direct partnership after local route check,local_list_source_checked_2026-06-24,Add with local active-route caveat
Kuwait,Diet Care,diet prepared meals,P2,active,Kuwait diet meal delivery and prepared meal-plan brand,https://www.dietcare.com.kw/,direct partnership,official_source_checked_2026-06-24,Add to Kuwait diet prepared meal pages
Poland,Kuchnia Vikinga,diet prepared meals,P1,active,Polish boxed diet catering brand and high-growth prepared meal delivery player,https://kuchniavikinga.pl/,direct partnership,official_and_news_source_checked_2026-06-24,Add to Poland boxed diet comparison pages
Poland,Fit Apetit,diet prepared meals,P2,active,Polish diet catering and prepared meal delivery brand,https://www.fitapetit.com.pl/,direct partnership,official_source_checked_2026-06-24,Add to Poland diet catering challenger pages
Czech Republic,Zdravé stravování,diet prepared meals,P1,active,"Czech boxed diet and prepared meal-plan delivery service with protein, weight-loss, and daily menu programs",https://www.en.zdravestravovani.cz/,direct partnership,official_source_checked_2026-06-24,Add to Czech diet prepared meal pages
Czech Republic,Nutric Bistro,diet prepared meals,P2,active,"Czech premium low-carb, paleo, and fit boxed diet delivery brand",https://www.nutricbistro.cz/,direct partnership,official_source_checked_2026-06-24,Add to Czech low-carb and diet prepared meal pages
Czech Republic,NutritionPro,diet prepared meals,P2,active,Czech healthy meal box delivery in Prague and Brno with flexible meal plans and subscriptions,https://nutritionpro.cz/en/,direct partnership,official_source_checked_2026-06-24,Add to Czech healthy boxed meal pages
Czech Republic,Krabičková dieta Zdravě,diet prepared meals,P3,active_region_check,Czech boxed diet candidate for Prague and national diet meal search demand,https://www.krabickovadietazdrave.cz/,direct partnership,official_source_checked_2026-06-24,Add with delivery-area caveat
Romania,LifeBox,diet prepared meals,P1,active,Romanian healthy menu subscription delivery service with daily balanced menus in Bucharest,https://www.lifebox.ro/,direct partnership,official_source_checked_2026-06-24,Add to Romania healthy meal subscription pages
Romania,Fit Food Way,diet prepared meals,P1,active,"Romanian healthy diet food delivery with weight-loss, muscle gain, keto, and custom menu positioning",https://fitfoodway.ro/,direct partnership,official_source_checked_2026-06-24,Add to Romania diet catering and high-protein pages
Romania,FoodKit,diet prepared meals,P2,active_region_check,Romanian prepared meal and healthy subscription candidate,https://foodkit.ro/,direct partnership,official_source_checked_2026-06-24,Add to Romania meal prep challenger pages
Romania,Caserola Fit,diet prepared meals,P3,active_region_check,Romanian boxed diet and prepared meal candidate,https://caserolafit.ro/,direct partnership,official_source_checked_2026-06-24,Add with active delivery caveat
Portugal,EatTasty,prepared meals,P2,closed_or_inactive,Portuguese prepared meal delivery startup with historical search demand; source checks indicate shutdown in 2025,https://www.eattasty.pt/,not ready,closure_source_checked_2026-06-24,"Create alternatives angle only, do not recommend as active"
Portugal,Go Natural,prepared meals,P2,active,Portuguese healthy food and prepared meal brand with easy dinner and grocery relevance,https://www.gonatural.pt/,direct partnership,official_source_checked_2026-06-24,Add to Portugal healthy prepared meal pages
Portugal,Celeiro,grocery dinner delivery,P2,active,"Portuguese health food, grocery, and meal-helper retailer with dinner basket relevance",https://www.celeiro.pt/,affiliate application,official_source_checked_2026-06-24,Add to Portugal healthy grocery-dinner pages
Portugal,Comer Melhor,diet prepared meals,P3,active_region_check,Portuguese healthy prepared meal and diet delivery candidate,https://comermelhor.pt/,direct partnership,official_source_checked_2026-06-24,Add with regional caveat
Hungary,Teletál,prepared meals,P2,active,Hungarian prepared meal and daily lunch delivery brand with broad ready-meal demand,https://www.teletal.hu/,direct partnership,official_source_checked_2026-06-24,Add to Hungary prepared meal pages
Hungary,Cityfood,prepared meals,P2,active,Hungarian lunch and prepared meal delivery service for daily menus,https://www.cityfood.hu/,direct partnership,official_source_checked_2026-06-24,Add to Hungary prepared meal challenger pages
Hungary,Interfood,prepared meals,P2,active,Hungarian prepared meal delivery and daily menu brand,https://www.interfood.hu/,direct partnership,official_source_checked_2026-06-24,Add to Hungary daily menu pages
Turkey,Meal Box,prepared meals,P2,active_b2b_consumer_mixed,Turkish meal box and corporate/prepared meal service with lunch and meal-plan relevance,https://www.mealbox.com.tr/,direct partnership after consumer fit check,official_source_checked_2026-06-24,Account for Turkey prepared meal demand with B2B caveat
Turkey,FitChef Turkey,diet prepared meals,P3,active_region_check,Turkey healthy diet meal delivery candidate with local availability to verify,https://fitchef.com.tr/,direct partnership,official_source_checked_2026-06-24,Add to Turkey diet meal challenger pages
Greece,Fitness Meals Greece,high protein meal prep,P3,active_region_check,Greece fitness meal prep delivery candidate,https://fitnessmeals.gr/,direct partnership,official_source_checked_2026-06-24,Add to Greece high-protein meal-prep pages
Greece,Food for Fitness Greece,diet prepared meals,P3,active_region_check,Greek healthy meal prep and diet prepared meal candidate,https://foodforfitness.gr/,direct partnership,official_source_checked_2026-06-24,Add to Greece diet prepared meal pages
US,Nutre,prepared meals,P2,active,healthy prepared meal delivery for New England and tri-state area with weekly rotating menus,https://www.gonutre.com/,direct partnership,official_source_checked_2026-06-24,Add to regional US prepared meal pages
US,Forkful,prepared meals,P2,active,"prepared non-frozen microwave meal delivery brand with vegan, keto, paleo, gluten-free, high-protein, and GLP-1 relevance",https://www.eatforkful.com/,affiliate application,third_party_and_official_source_checked_2026-06-24,Add to US prepared meal and GLP-1-friendly pages
US,Tempo by Home Chef,prepared meals,P1,active_brand_family,fresh ready-to-eat prepared meals from the Home Chef family with high-protein and low-calorie positioning,https://www.homechef.com/tempo,yes,official_and_news_source_checked_2026-06-24,Add as Home Chef prepared-meal brand family route
Global,Huel,complete nutrition meal replacement,P1,active,"complete nutrition powders, ready-to-drink meals, bars, and hot savoury meals for no-cook meal replacement demand",https://huel.com/,affiliate application,official_source_checked_2026-06-24,Add to complete-nutrition and no-cook meal replacement pages without positioning as cooked dinner delivery
US,Soylent,complete nutrition meal replacement,P1,active,"shelf-stable complete meal shakes, powders, and drinks for quick no-prep meal replacement demand",https://soylent.com/collections/meal-replacements,affiliate application,official_source_checked_2026-06-24,Add to US complete meal replacement comparisons
Global,Jimmy Joy,complete nutrition meal replacement,P2,active,"Plenny complete shakes, bars, and pots for budget-friendly complete food search demand",https://jimmyjoy.com/,affiliate application,official_source_checked_2026-06-24,Add to complete-food and cheap meal replacement pages
Europe,yfood,complete nutrition meal replacement,P2,active,ready-to-drink complete meal brand with European and UK consumer demand,https://yfood.com/en,affiliate application,official_source_checked_2026-06-24,Add to ready-to-drink complete meal pages
Europe,Mana,complete nutrition meal replacement,P2,active,"complete meal powder, ready-to-drink ManaDrink, and bar brand for European complete-food searches",https://drinkmana.com/,direct partnership,official_source_checked_2026-06-24,Add to complete nutrition challenger pages
Europe,Queal,complete nutrition meal replacement,P3,active,nutritionally complete shakes and complete meals positioned for fast smart nutrition,https://queal.com/,direct partnership,official_source_checked_2026-06-24,Add to complete-food alternatives pages
Europe,Saturo,complete nutrition meal replacement,P3,active,ready-to-drink complete meal with high-protein and vegan positioning,https://saturo.com/en-us,direct partnership,official_source_checked_2026-06-24,Add to ready-to-drink meal replacement comparisons
Global,Ambronite,complete nutrition meal replacement,P3,closed_or_inactive,historical whole-food meal shake brand; official product page says the company closed its doors,https://ambronite.com/products/complete-meal-shake-new.html,not ready,closure_source_checked_2026-06-24,Account for alternatives search demand only; do not recommend as active
Europe,Bertrand,complete nutrition meal replacement,P3,active,organic drinkable meal and complete nutrition powder brand for clean-label meal replacement searches,https://bertrand.bio/,direct partnership,official_source_checked_2026-06-24,Add to organic meal replacement challenger pages
Europe,Jake,complete nutrition meal replacement,P3,active_marketplace_check,complete vegan shake brand with current marketplace and social evidence but official checkout needs recheck,https://jakefood.com/,verify before monetization,marketplace_source_checked_2026-06-24,List with active-route caveat until official checkout is verified
France,Feed,complete nutrition meal replacement,P3,active_retail_check,French complete meal bar and shake brand with retail evidence for meal replacement demand,https://www.feed.co/,verify before monetization,retail_source_checked_2026-06-24,Add as French complete-food candidate with checkout caveat
Europe,Runtime,complete nutrition meal replacement,P3,needs_active_check,gaming and creator-focused meal replacement powder with historical search demand,https://runtime.gg/,verify before monetization,third_party_source_checked_2026-06-24,Use only for alternatives pages until active checkout is verified
US,Yumble,kids meals,P3,needs_active_check,kids prepared meal delivery brand with historical search demand and uncertain current checkout state,https://yumblekids.com/,verify before monetization,active_status_needs_check_2026-06-24,Create alternatives intent only until active ordering is proven
US,OPTAVIA,diet meal replacement,P2,active,structured weight-loss fuelings and meal replacements for diet meal-plan comparison demand,https://www.optavia.com/us/en/shop/plans/weight-loss/c/meal-replacement,affiliate application,official_source_checked_2026-06-24,Add to weight-loss meal replacement pages with medical/legal caveats
US,Hers Meal Replacement,diet meal replacement,P3,active,women-focused weight-loss meal replacement shake plan tied to high-intent diet searches,https://www.forhers.com/weight-loss/meal-replacement,affiliate application,official_source_checked_2026-06-24,Add to diet meal replacement pages with clear health disclaimer
US,Amy's Kitchen,frozen prepared meals,P1,active,"organic vegetarian, vegan, gluten-free, and convenience frozen meals for grocery dinner comparisons",https://www.amys.com/,retail affiliate,official_and_retail_source_checked_2026-06-24,Add to healthy frozen dinner and vegetarian frozen meal pages
US,Saffron Road,frozen prepared meals,P1,active,certified halal and mostly gluten-free frozen dinners with international cuisine positioning,https://www.saffronroad.com/collections/frozen-dinners,retail affiliate,official_source_checked_2026-06-24,"Add to halal, gluten-free, and international frozen dinner pages"
US,Deep Indian Kitchen,frozen prepared meals,P1,active,ready-to-eat Indian frozen meals and wraps with strong grocery-dinner relevance,https://deepindiankitchen.com/,retail affiliate,official_source_checked_2026-06-24,Add to Indian frozen dinner and quick lunch pages
US,Kevin's Natural Foods,heat and eat meals,P1,active,"clean-label heat-and-eat entrees, stir-fry kits, keto, paleo, dairy-free, gluten-free, and soy-free dinner shortcuts",https://www.kevinsnaturalfoods.com/collections/heat-eat-entrees,retail affiliate,official_and_retail_source_checked_2026-06-24,"Add to high-protein, keto, paleo, and heat-and-eat dinner pages"
US,Real Good Foods,high protein frozen meals,P1,active,"high-protein, low-carb, gluten-free frozen meals, chicken, and snacks for macro-friendly dinner searches",https://realgoodfoods.com/collections/all,retail affiliate,official_source_checked_2026-06-24,Add to high-protein frozen meal pages
US,Gardein,frozen plant-based meals,P2,active,plant-based frozen bowls and meatless meal starters for vegan dinner shortcuts,https://www.gardein.com/meatless,retail affiliate,official_source_checked_2026-06-24,Add to plant-based frozen meal pages
US,Sweet Earth,frozen plant-based meals,P2,active_retail_route,plant-forward frozen dinners and bowls with vegan and protein-forward grocery relevance,https://www.goodnes.com/sweet-earth/,retail affiliate,brand_family_and_retail_source_checked_2026-06-24,Add to vegan and plant-based grocery dinner pages
US,Evol,frozen prepared meals,P2,active,"microwave-ready single-serve meals, protein bowls, and burritos for convenient frozen dinner searches",https://www.evolfoods.com/,retail affiliate,official_and_retail_source_checked_2026-06-24,Add to frozen bowl and burrito pages
US,Lean Cuisine,diet frozen meals,P1,active,"frozen meals with diet, high-protein, gluten-free, and calorie-conscious positioning",https://www.goodnes.com/lean-cuisine/,retail affiliate,official_source_checked_2026-06-24,Add to diet frozen meal and calorie-conscious pages
US,Healthy Choice,diet frozen meals,P1,active,"healthy frozen meals, power bowls, max bowls, and protein-forward quick meals",https://www.healthychoice.com/,retail affiliate,official_source_checked_2026-06-24,Add to healthy frozen meal and high-protein bowl pages
US,Marie Callender's,comfort frozen meals,P1,active,"comfort-food frozen dinners, bowls, pot pies, and family-size meals for mainstream grocery dinner demand",https://www.mariecallendersmeals.com/frozen-dinners,retail affiliate,official_source_checked_2026-06-24,Add to comfort frozen dinner and family-size meal pages
US,Stouffer's,comfort frozen meals,P1,active,"mainstream frozen entrees, lasagna, macaroni and cheese, and family-size dinner options",https://www.goodnes.com/stouffers/,retail affiliate,official_and_retail_source_checked_2026-06-24,Promote candidate to active grocery frozen meal coverage
US,Birds Eye Voila,frozen skillet meals,P2,active,frozen skillet meal bags for easy family dinners and grocery dinner shortcuts,https://www.birdseye.com/voila/,retail affiliate,official_source_checked_2026-06-24,Add to frozen skillet meal pages
US,P.F. Chang's Home Menu,frozen skillet meals,P2,active,"Asian-inspired frozen meals, skillet meals, and appetizers for grocery dinner comparisons",https://www.pfchangshomemenu.com/,retail affiliate,official_source_checked_2026-06-24,Add to Asian frozen dinner pages
US,Primal Kitchen,grocery dinner helpers,P2,active,"paleo and keto sauces, pantry shortcuts, and clean-label dinner helpers for grocery meal planning",https://www.primalkitchen.com/,retail affiliate,official_source_checked_2026-06-24,Add to paleo/keto grocery dinner helper pages
US,Good Food Made Simple,frozen prepared meals,P3,active,frozen breakfast and entree brand with simple-ingredient convenience meal positioning,https://www.goodfoodmadesimple.com/,retail affiliate,official_source_checked_2026-06-24,Add to frozen prepared meal challenger pages
US,Caulipower,frozen gluten-free meals,P3,active,"better-for-you frozen pizzas, meals, and gluten-free dinner shortcuts",https://eatcaulipower.com/,retail affiliate,official_source_checked_2026-06-24,Add to gluten-free frozen dinner pages
US,Atkins,diet frozen meals,P2,active,low-carb frozen meals and meal replacement products for diet grocery dinner searches,https://www.atkins.com/products/frozen-meals,retail affiliate,official_source_checked_2026-06-24,Add to low-carb frozen meal and diet pages
US,Vital Pursuit,high protein frozen meals,P2,active,portion-aligned high-protein frozen meals from Nestle for GLP-1 and weight-management-adjacent search demand,https://www.goodnes.com/vital-pursuit/,retail affiliate,official_source_checked_2026-06-24,Add to high-protein frozen meal pages with health-claims caveat
US,Afia,plant-based frozen meals,P3,active,"Mediterranean-inspired falafel, bowls, and plant-based frozen meals for vegan and gluten-free grocery dinner searches",https://afiafoods.com/,retail affiliate,official_and_news_source_checked_2026-06-24,Add to plant-based Mediterranean frozen dinner pages
UK,Kirsty's,free-from ready meals,P2,active,"UK gluten-free, dairy-free, wheat-free, and allergy-friendly ready meal brand",https://kirstys.co.uk/,retail affiliate,official_and_social_source_checked_2026-06-24,Add to UK free-from and allergy-friendly ready meal pages
UK,M&S Cook Menu,grocery ready meals,P1,active,Marks and Spencer ready-to-cook and ready-meal range for mainstream grocery dinner demand,https://www.marksandspencer.com/food/l/ready-to-cook,retail affiliate,official_source_checked_2026-06-24,Add to UK supermarket dinner shortcut pages
UK,Waitrose Ready Meals,grocery ready meals,P2,active_region_check,Waitrose ready meal and premium grocery dinner range for UK/expat grocery delivery comparisons,https://www.waitrose.com/ecom/shop/browse/groceries/fresh_and_chilled/ready_meals,retail affiliate,official_and_retail_source_checked_2026-06-24,Add with retailer availability caveat
UK,Calo UK,prepared meals,P1,active,personalised healthy meal delivery brand expanding in the UK after acquiring Fresh Fitness Food and Detox Kitchen,https://calo.app/en,direct partnership,official_and_news_source_checked_2026-06-24,Add to UK healthy prepared-meal and Frive comparison pages
UK,Tweakd,performance prepared meals,P3,active_social_check,UK performance nutrition prepared meal brand for athlete and tailored-meal searches,https://tweakd.uk/,direct partnership after checkout check,social_and_review_source_checked_2026-06-24,Add with active checkout caveat
US,Healthy For Life Meals,diet prepared meals,P3,active,"chef-prepared calorie-controlled meals for weight-loss, GLP-1 support, and healthy prepared-meal search demand",https://www.healthyforlifemeals.com/,direct partnership,official_source_checked_2026-06-24,Add to GLP-1 support and calorie-controlled prepared meal pages
US,Eat Clean To Go,prepared meals,P3,active,fully prepared chef-cooked fresh meals with quick heat-and-eat positioning,https://eatcleantogo.com/,direct partnership,official_source_checked_2026-06-24,Add to US value prepared-meal challenger pages
Canada,M&M Food Market,frozen prepared meals,P1,active,Canadian frozen prepared meal retailer with broad family dinner and freezer meal demand,https://www.mmfoodmarket.com/categories/prepared-meals,retail affiliate,official_source_checked_2026-06-24,Add to Canada frozen prepared meal and family dinner pages
Canada,Factor Meals Canada,prepared meals,P1,active,chef-prepared ready-to-eat meals delivered weekly across eligible Canadian regions,https://www.factormeals.ca/,yes,official_source_checked_2026-06-24,Add as Canada-specific Factor route distinct from old landing page
Germany,Every. Food,frozen plant-based meals,P2,active,"German frozen plant-based bowls, smoothies, and ready meals for healthy frozen dinner demand",https://every-foods.com/,affiliate application,official_source_checked_2026-06-24,Add to Germany plant-based frozen meal pages
Germany,Hofmanns,frozen prepared meals,P2,active,German frozen meal delivery and workplace/home ready-meal brand with classic prepared dishes,https://www.hofmanns.de/,direct partnership,official_source_checked_2026-06-24,Add to Germany frozen prepared-meal challenger pages
Germany,EveryFitDay,diet prepared meals,P3,active_region_check,German diet catering and freshly prepared daily meal delivery candidate,https://everyfitday.de/en/,direct partnership,official_source_checked_2026-06-24,Add with delivery-area caveat
France,FoodChéri,prepared meals,P2,active_b2b_consumer_mixed,French chef-prepared meal delivery brand connected to Seazon and office/home meal demand,https://www.foodcheri.com/,direct partnership after consumer-route check,news_and_brand_source_checked_2026-06-24,Account for France prepared-meal demand with B2B/consumer caveat
France,Rutabago,organic meal kit,P2,active,French organic recipe basket and meal-kit brand for sustainable home-cooking demand,https://www.rutabago.com/,direct partnership,official_source_checked_2026-06-24,Add to France organic meal-kit pages
