country,country_slug,category_cluster,brand_a,brand_b,winner,url,status
United States,us,high-protein meal prep,Hummus Fit,Project LeanNation,Hummus Fit,/vs/hummus-fit-vs-project-leannation-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,Hummus Fit,Vital Pursuit,Hummus Fit,/vs/hummus-fit-vs-vital-pursuit-us-high-protein-meal-prep/,generated
United States,us,grocery dinner delivery,Hungryroot,Diaspora Co.,Hungryroot,/vs/hungryroot-vs-diaspora-co-us-grocery-dinner-delivery/,generated
United States,us,grocery dinner delivery,Hungryroot,FarmboxRx,Hungryroot,/vs/hungryroot-vs-farmboxrx-us-grocery-dinner-delivery/,generated
United States,us,grocery dinner delivery,Hungryroot,Haven's Kitchen,Hungryroot,/vs/hungryroot-vs-haven-s-kitchen-us-grocery-dinner-delivery/,generated
United States,us,grocery dinner delivery,Hungryroot,Imperfect Foods,Hungryroot,/vs/hungryroot-vs-imperfect-foods-us-grocery-dinner-delivery/,generated
United States,us,grocery dinner delivery,Hungryroot,Little Sesame,Hungryroot,/vs/hungryroot-vs-little-sesame-us-grocery-dinner-delivery/,generated
United States,us,grocery dinner delivery,Hungryroot,Misfits Market,Hungryroot,/vs/hungryroot-vs-misfits-market-us-grocery-dinner-delivery/,generated
United States,us,grocery dinner delivery,Hungryroot,Primal Kitchen Sauces,Hungryroot,/vs/hungryroot-vs-primal-kitchen-sauces-us-grocery-dinner-delivery/,generated
United States,us,grocery dinner delivery,Hungryroot,Primal Kitchen,Hungryroot,/vs/hungryroot-vs-primal-kitchen-us-grocery-dinner-delivery/,generated
United States,us,grocery dinner delivery,Hungryroot,Siete Foods,Hungryroot,/vs/hungryroot-vs-siete-foods-us-grocery-dinner-delivery/,generated
United States,us,grocery dinner delivery,Hungryroot,Thrive Market,Hungryroot,/vs/hungryroot-vs-thrive-market-us-grocery-dinner-delivery/,generated
United States,us,high-protein meal prep,ICON Meals,Eat Macro Meals,ICON Meals,/vs/icon-meals-vs-eat-macro-meals-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,ICON Meals,EatFitz,ICON Meals,/vs/icon-meals-vs-eatfitz-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,ICON Meals,Fit Food Prep,ICON Meals,/vs/icon-meals-vs-fit-food-prep-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,ICON Meals,Fit Fresh 417,ICON Meals,/vs/icon-meals-vs-fit-fresh-417-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,ICON Meals,Fit Kitchen Meal Prep,ICON Meals,/vs/icon-meals-vs-fit-kitchen-meal-prep-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,ICON Meals,Fit Meals 4U,ICON Meals,/vs/icon-meals-vs-fit-meals-4u-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,ICON Meals,Foodie Fit,ICON Meals,/vs/icon-meals-vs-foodie-fit-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,ICON Meals,Healthy And Fresh Meal Prep,ICON Meals,/vs/icon-meals-vs-healthy-and-fresh-meal-prep-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,ICON Meals,Instant Muscle Meals,ICON Meals,/vs/icon-meals-vs-instant-muscle-meals-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,ICON Meals,MealPro,MealPro,/vs/icon-meals-vs-mealpro-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,ICON Meals,MegaFit Meals,ICON Meals,/vs/icon-meals-vs-megafit-meals-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,ICON Meals,Nutrition Solutions,ICON Meals,/vs/icon-meals-vs-nutrition-solutions-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,ICON Meals,Project LeanNation,ICON Meals,/vs/icon-meals-vs-project-leannation-us-high-protein-meal-prep/,generated
United States,us,high-protein meal prep,ICON Meals,Vital Pursuit,ICON Meals,/vs/icon-meals-vs-vital-pursuit-us-high-protein-meal-prep/,generated
Canada,canada,prepared meal delivery,Inspired Go Alberta,Meal Prep Ottawa,Meal Prep Ottawa,/vs/inspired-go-alberta-vs-meal-prep-ottawa-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,Inspired Go Alberta,MealPro Canada,MealPro Canada,/vs/inspired-go-alberta-vs-mealpro-canada-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,Inspired Go Alberta,My Chef Meal Prep,My Chef Meal Prep,/vs/inspired-go-alberta-vs-my-chef-meal-prep-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,Inspired Go,Essential Meal Delivery,Inspired Go,/vs/inspired-go-vs-essential-meal-delivery-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,Inspired Go,Inspired Go Alberta,Inspired Go,/vs/inspired-go-vs-inspired-go-alberta-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,Inspired Go,Meal Prep Ottawa,Inspired Go,/vs/inspired-go-vs-meal-prep-ottawa-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,Inspired Go,MealFix Canada,Inspired Go,/vs/inspired-go-vs-mealfix-canada-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,Inspired Go,MealPro Canada,Inspired Go,/vs/inspired-go-vs-mealpro-canada-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,Inspired Go,My Chef Meal Prep,Inspired Go,/vs/inspired-go-vs-my-chef-meal-prep-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,Inspired Go,Revive Superfoods Canada,Inspired Go,/vs/inspired-go-vs-revive-superfoods-canada-canada-prepared-meal-delivery/,generated
Canada,canada,prepared meal delivery,Inspired Go,Yumba,Yumba,/vs/inspired-go-vs-yumba-canada-prepared-meal-delivery/,generated
Hungary,hungary,prepared meal delivery,Interfood,Teletál,Teletál,/vs/interfood-vs-teletal-hungary-prepared-meal-delivery/,generated
United States,us,frozen meal delivery,Ipsa Provisions,Afia,Ipsa Provisions,/vs/ipsa-provisions-vs-afia-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,Ipsa Provisions,Balanced Bites,Ipsa Provisions,/vs/ipsa-provisions-vs-balanced-bites-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,Ipsa Provisions,Caulipower,Ipsa Provisions,/vs/ipsa-provisions-vs-caulipower-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,Ipsa Provisions,Good Food Made Simple,Ipsa Provisions,/vs/ipsa-provisions-vs-good-food-made-simple-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,Ipsa Provisions,P.F. Chang's Home Menu,Ipsa Provisions,/vs/ipsa-provisions-vs-p-f-chang-s-home-menu-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,Ipsa Provisions,Sweet Earth,Sweet Earth,/vs/ipsa-provisions-vs-sweet-earth-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,Ipsa Provisions,Top Chef Meals,Top Chef Meals,/vs/ipsa-provisions-vs-top-chef-meals-us-frozen-meal-delivery/,generated
United States,us,frozen meal delivery,Ipsa Provisions,Wildgrain,Wildgrain,/vs/ipsa-provisions-vs-wildgrain-us-frozen-meal-delivery/,generated
Austria,austria,prepared meal delivery,iss mich!,Rita bringt's,iss mich!,/vs/iss-mich-vs-rita-bringt-s-austria-prepared-meal-delivery/,generated
Europe,europe,complete nutrition meal replacement,Jake,Queal,Jake,/vs/jake-vs-queal-europe-complete-nutrition-meal-replacement/,generated
Europe,europe,complete nutrition meal replacement,Jake,Runtime,Jake,/vs/jake-vs-runtime-europe-complete-nutrition-meal-replacement/,generated
Europe,europe,complete nutrition meal replacement,Jake,Saturo,Jake,/vs/jake-vs-saturo-europe-complete-nutrition-meal-replacement/,generated
New Zealand,new-zealand,frozen meal delivery,Jess's Underground Kitchen,Angel Delivery,Jess's Underground Kitchen,/vs/jess-s-underground-kitchen-vs-angel-delivery-new-zealand-frozen-meal-delivery/,generated
New Zealand,new-zealand,frozen meal delivery,Jess's Underground Kitchen,Bellyful,Jess's Underground Kitchen,/vs/jess-s-underground-kitchen-vs-bellyful-new-zealand-frozen-meal-delivery/,generated
New Zealand,new-zealand,frozen meal delivery,Jess's Underground Kitchen,FED New Zealand,Jess's Underground Kitchen,/vs/jess-s-underground-kitchen-vs-fed-new-zealand-new-zealand-frozen-meal-delivery/,generated
New Zealand,new-zealand,prepared meal delivery,Jess' Underground Kitchen,Jamie's Angels,Jess' Underground Kitchen,/vs/jess-underground-kitchen-vs-jamie-s-angels-new-zealand-prepared-meal-delivery/,generated
Global,global,complete nutrition meal replacement,Jimmy Joy,Ambronite,Jimmy Joy,/vs/jimmy-joy-vs-ambronite-complete-nutrition-meal-replacement/,generated
France,france,grocery dinner delivery,Jow,La Belle Vie,Jow,/vs/jow-vs-la-belle-vie-france-grocery-dinner-delivery/,generated
Germany,germany,frozen meal delivery,Juit,Evertaste,Juit,/vs/juit-vs-evertaste-germany-frozen-meal-delivery/,generated
Germany,germany,frozen meal delivery,Juit,Every. Food,Juit,/vs/juit-vs-every-food-germany-frozen-meal-delivery/,generated
Germany,germany,frozen meal delivery,Juit,Hofmanns,Juit,/vs/juit-vs-hofmanns-germany-frozen-meal-delivery/,generated
Germany,germany,grocery dinner delivery,Just Spices,KoRo,KoRo,/vs/just-spices-vs-koro-germany-grocery-dinner-delivery/,generated
Germany,germany,grocery dinner delivery,Just Spices,Reishunger,Reishunger,/vs/just-spices-vs-reishunger-germany-grocery-dinner-delivery/,generated
India,india,diet meal delivery,Kcal Healthy Food,Calorie Care,Kcal Healthy Food,/vs/kcal-healthy-food-vs-calorie-care-india-diet-meal-delivery/,generated
India,india,diet meal delivery,Kcal Healthy Food,Fitelo,Kcal Healthy Food,/vs/kcal-healthy-food-vs-fitelo-india-diet-meal-delivery/,generated
India,india,diet meal delivery,Kcal Healthy Food,Fitmeals India,Kcal Healthy Food,/vs/kcal-healthy-food-vs-fitmeals-india-india-diet-meal-delivery/,generated
UAE,uae,prepared meal delivery,Kcal Life,Delicut,Kcal Life,/vs/kcal-life-vs-delicut-uae-prepared-meal-delivery/,generated
UAE,uae,prepared meal delivery,Kcal Life,Meals on Me,Kcal Life,/vs/kcal-life-vs-meals-on-me-uae-prepared-meal-delivery/,generated
UAE,uae,prepared meal delivery,Kcal Life,Nutrition Kitchen UAE,Kcal Life,/vs/kcal-life-vs-nutrition-kitchen-uae-uae-prepared-meal-delivery/,generated
UAE,uae,prepared meal delivery,Kcal Life,Right Bite,Kcal Life,/vs/kcal-life-vs-right-bite-uae-prepared-meal-delivery/,generated
UAE,uae,prepared meal delivery,Kcal Life,TheMeal UAE,Kcal Life,/vs/kcal-life-vs-themeal-uae-uae-prepared-meal-delivery/,generated
Brazil,brazil,diet meal delivery,Keep Light,Pronto Light,Keep Light,/vs/keep-light-vs-pronto-light-brazil-diet-meal-delivery/,generated
Singapore,singapore,prepared meal delivery,Keto Eato,Freshkitchen Meals,Keto Eato,/vs/keto-eato-vs-freshkitchen-meals-singapore-prepared-meal-delivery/,generated
Singapore,singapore,prepared meal delivery,Keto Eato,Green Kitchen SG,Keto Eato,/vs/keto-eato-vs-green-kitchen-sg-singapore-prepared-meal-delivery/,generated
Singapore,singapore,prepared meal delivery,Keto Eato,Healthfull,Keto Eato,/vs/keto-eato-vs-healthfull-singapore-prepared-meal-delivery/,generated
Singapore,singapore,prepared meal delivery,Keto Eato,Ketomei,Ketomei,/vs/keto-eato-vs-ketomei-singapore-prepared-meal-delivery/,generated
Singapore,singapore,prepared meal delivery,Keto Eato,The Daily Cut,Keto Eato,/vs/keto-eato-vs-the-daily-cut-singapore-prepared-meal-delivery/,generated
Singapore,singapore,prepared meal delivery,Keto Eato,YoloFoods,Keto Eato,/vs/keto-eato-vs-yolofoods-singapore-prepared-meal-delivery/,generated
Singapore,singapore,prepared meal delivery,Ketomei,Freshkitchen Meals,Ketomei,/vs/ketomei-vs-freshkitchen-meals-singapore-prepared-meal-delivery/,generated
Singapore,singapore,prepared meal delivery,Ketomei,Green Kitchen SG,Ketomei,/vs/ketomei-vs-green-kitchen-sg-singapore-prepared-meal-delivery/,generated
Singapore,singapore,prepared meal delivery,Ketomei,Healthfull,Ketomei,/vs/ketomei-vs-healthfull-singapore-prepared-meal-delivery/,generated
Singapore,singapore,prepared meal delivery,Ketomei,The Daily Cut,Ketomei,/vs/ketomei-vs-the-daily-cut-singapore-prepared-meal-delivery/,generated
Singapore,singapore,prepared meal delivery,Ketomei,YoloFoods,Ketomei,/vs/ketomei-vs-yolofoods-singapore-prepared-meal-delivery/,generated
United States,us,heat and eat meals,Kevin's Natural Foods,Kevin's Natural Foods Sides,Kevin's Natural Foods,/vs/kevin-s-natural-foods-vs-kevin-s-natural-foods-sides-us-heat-and-eat-meals/,generated
United Kingdom,uk,prepared meal delivery,Kirsty's,All About The Cooks,Kirsty's,/vs/kirsty-s-vs-all-about-the-cooks-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Kirsty's,Cook My Grub,Kirsty's,/vs/kirsty-s-vs-cook-my-grub-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Kirsty's,Ginger & Lime,Kirsty's,/vs/kirsty-s-vs-ginger-and-lime-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Kirsty's,Kurami,Kurami,/vs/kirsty-s-vs-kurami-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Kirsty's,Lions Prep,Kirsty's,/vs/kirsty-s-vs-lions-prep-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Kirsty's,Mindful Chef Ready Meals,Kirsty's,/vs/kirsty-s-vs-mindful-chef-ready-meals-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Kirsty's,Potage,Kirsty's,/vs/kirsty-s-vs-potage-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Kirsty's,PrepKing,Kirsty's,/vs/kirsty-s-vs-prepking-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Kirsty's,Simmer Eats,Kirsty's,/vs/kirsty-s-vs-simmer-eats-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Kirsty's,Tweakd,Kirsty's,/vs/kirsty-s-vs-tweakd-uk-prepared-meal-delivery/,generated
France,france,prepared meal delivery,Kitchen Daily,Frichti,Kitchen Daily,/vs/kitchen-daily-vs-frichti-france-prepared-meal-delivery/,generated
France,france,prepared meal delivery,Kitchen Daily,My Cuistot Paris,Kitchen Daily,/vs/kitchen-daily-vs-my-cuistot-paris-france-prepared-meal-delivery/,generated
France,france,prepared meal delivery,Kitchen Daily,Popchef,Kitchen Daily,/vs/kitchen-daily-vs-popchef-france-prepared-meal-delivery/,generated
France,france,prepared meal delivery,Kitchen Daily,Rutiz,Rutiz,/vs/kitchen-daily-vs-rutiz-france-prepared-meal-delivery/,generated
Spain,spain,prepared meal delivery,Knoweats,Meal Box Spain,Knoweats,/vs/knoweats-vs-meal-box-spain-spain-prepared-meal-delivery/,generated
Spain,spain,prepared meal delivery,Knoweats,NoCocinoMas,Knoweats,/vs/knoweats-vs-nococinomas-spain-prepared-meal-delivery/,generated
Spain,spain,prepared meal delivery,Knoweats,Phosh Food,Knoweats,/vs/knoweats-vs-phosh-food-spain-prepared-meal-delivery/,generated
Spain,spain,prepared meal delivery,Knoweats,Take Eat Easy Spain,Knoweats,/vs/knoweats-vs-take-eat-easy-spain-spain-prepared-meal-delivery/,generated
Spain,spain,prepared meal delivery,Knoweats,Tappers,Tappers,/vs/knoweats-vs-tappers-spain-prepared-meal-delivery/,generated
Norway,norway,meal kits,Kokkeloren,Adams Matkasse,Kokkeloren,/vs/kokkeloren-vs-adams-matkasse-norway-meal-kits/,generated
Germany,germany,grocery dinner delivery,KoRo,Reishunger,KoRo,/vs/koro-vs-reishunger-germany-grocery-dinner-delivery/,generated
Poland,poland,diet meal delivery,Kuchnia Vikinga,Fit Apetit,Kuchnia Vikinga,/vs/kuchnia-vikinga-vs-fit-apetit-poland-diet-meal-delivery/,generated
Poland,poland,diet meal delivery,Kuchnia Vikinga,Maczfit,Maczfit,/vs/kuchnia-vikinga-vs-maczfit-poland-diet-meal-delivery/,generated
Poland,poland,diet meal delivery,Kuchnia Vikinga,Nice To Fit You,Kuchnia Vikinga,/vs/kuchnia-vikinga-vs-nice-to-fit-you-poland-diet-meal-delivery/,generated
Poland,poland,diet meal delivery,Kuchnia Vikinga,SuperMenu,Kuchnia Vikinga,/vs/kuchnia-vikinga-vs-supermenu-poland-diet-meal-delivery/,generated
Poland,poland,diet meal delivery,Kuchnia Vikinga,Wygodna Dieta,Kuchnia Vikinga,/vs/kuchnia-vikinga-vs-wygodna-dieta-poland-diet-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Kurami,All About The Cooks,Kurami,/vs/kurami-vs-all-about-the-cooks-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Kurami,Cook My Grub,Kurami,/vs/kurami-vs-cook-my-grub-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Kurami,Ginger & Lime,Kurami,/vs/kurami-vs-ginger-and-lime-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Kurami,Lions Prep,Kurami,/vs/kurami-vs-lions-prep-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Kurami,Mindful Chef Ready Meals,Kurami,/vs/kurami-vs-mindful-chef-ready-meals-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Kurami,Potage,Kurami,/vs/kurami-vs-potage-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Kurami,PrepKing,Kurami,/vs/kurami-vs-prepking-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Kurami,Simmer Eats,Kurami,/vs/kurami-vs-simmer-eats-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Kurami,Tweakd,Kurami,/vs/kurami-vs-tweakd-uk-prepared-meal-delivery/,generated
Chile,chile,prepared meal delivery,La Specialite,MyWay,MyWay,/vs/la-specialite-vs-myway-chile-prepared-meal-delivery/,generated
United States,us,diet meal delivery,Lean Cuisine,Atkins,Lean Cuisine,/vs/lean-cuisine-vs-atkins-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Lean Cuisine,Clean Eats Meal Prep,Lean Cuisine,/vs/lean-cuisine-vs-clean-eats-meal-prep-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Lean Cuisine,Fit & Fresh Meals,Lean Cuisine,/vs/lean-cuisine-vs-fit-and-fresh-meals-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Lean Cuisine,Fresh Fit Meals,Lean Cuisine,/vs/lean-cuisine-vs-fresh-fit-meals-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Lean Cuisine,Healthy Course Meals,Lean Cuisine,/vs/lean-cuisine-vs-healthy-course-meals-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Lean Cuisine,Healthy For Life Meals,Lean Cuisine,/vs/lean-cuisine-vs-healthy-for-life-meals-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Lean Cuisine,Healthy Meals Kitchen,Lean Cuisine,/vs/lean-cuisine-vs-healthy-meals-kitchen-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Lean Cuisine,Healthy Xpress,Lean Cuisine,/vs/lean-cuisine-vs-healthy-xpress-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Lean Cuisine,Hers Meal Replacement,Lean Cuisine,/vs/lean-cuisine-vs-hers-meal-replacement-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Lean Cuisine,LifeChef,Lean Cuisine,/vs/lean-cuisine-vs-lifechef-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Lean Cuisine,Magic Kitchen,Lean Cuisine,/vs/lean-cuisine-vs-magic-kitchen-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Lean Cuisine,ModifyHealth,Lean Cuisine,/vs/lean-cuisine-vs-modifyhealth-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Lean Cuisine,NutriFit,Lean Cuisine,/vs/lean-cuisine-vs-nutrifit-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Lean Cuisine,OPTAVIA,Lean Cuisine,/vs/lean-cuisine-vs-optavia-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Lean Cuisine,Seattle Sutton's Healthy Eating,Lean Cuisine,/vs/lean-cuisine-vs-seattle-sutton-s-healthy-eating-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,Lean Cuisine,Urban AIP,Lean Cuisine,/vs/lean-cuisine-vs-urban-aip-us-diet-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,LeanBox,Clean Eats Ireland,LeanBox,/vs/leanbox-vs-clean-eats-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,LeanBox,Cork Meal Prep,LeanBox,/vs/leanbox-vs-cork-meal-prep-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,LeanBox,Dublin Meal Prep,LeanBox,/vs/leanbox-vs-dublin-meal-prep-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,LeanBox,Dublin Meat Company Ready Meals,LeanBox,/vs/leanbox-vs-dublin-meat-company-ready-meals-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,LeanBox,Farmhouse Meals Ireland,LeanBox,/vs/leanbox-vs-farmhouse-meals-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,LeanBox,Fit Food Dublin,LeanBox,/vs/leanbox-vs-fit-food-dublin-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,LeanBox,Freshii Ireland Meal Boxes,LeanBox,/vs/leanbox-vs-freshii-ireland-meal-boxes-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,LeanBox,Fuel Food Ireland,LeanBox,/vs/leanbox-vs-fuel-food-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,LeanBox,Galway Meal Prep,LeanBox,/vs/leanbox-vs-galway-meal-prep-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,LeanBox,Healthy Kitchen Ireland,LeanBox,/vs/leanbox-vs-healthy-kitchen-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,LeanBox,Macro Meals Ireland,LeanBox,/vs/leanbox-vs-macro-meals-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,LeanBox,Meals4Health,LeanBox,/vs/leanbox-vs-meals4health-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,LeanBox,Protein Prep Ireland,LeanBox,/vs/leanbox-vs-protein-prep-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,LeanBox,Ready Chef Ireland,LeanBox,/vs/leanbox-vs-ready-chef-ireland-ireland-prepared-meal-delivery/,generated
France,france,meal kits,Les Commis,Foodette,Les Commis,/vs/les-commis-vs-foodette-france-meal-kits/,generated
France,france,meal kits,Les Commis,Rutabago,Les Commis,/vs/les-commis-vs-rutabago-france-meal-kits/,generated
Romania,romania,diet meal delivery,LifeBox Romania,Caserola Fit,LifeBox Romania,/vs/lifebox-romania-vs-caserola-fit-romania-diet-meal-delivery/,generated
Romania,romania,diet meal delivery,LifeBox Romania,FoodKit,LifeBox Romania,/vs/lifebox-romania-vs-foodkit-romania-diet-meal-delivery/,generated
Romania,romania,diet meal delivery,LifeBox,Caserola Fit,LifeBox,/vs/lifebox-vs-caserola-fit-romania-diet-meal-delivery/,generated
Romania,romania,diet meal delivery,LifeBox,FoodKit,LifeBox,/vs/lifebox-vs-foodkit-romania-diet-meal-delivery/,generated
Romania,romania,diet meal delivery,LifeBox,LifeBox Romania,LifeBox,/vs/lifebox-vs-lifebox-romania-romania-diet-meal-delivery/,generated
United States,us,diet meal delivery,LifeChef,Clean Eats Meal Prep,LifeChef,/vs/lifechef-vs-clean-eats-meal-prep-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,LifeChef,Fit & Fresh Meals,LifeChef,/vs/lifechef-vs-fit-and-fresh-meals-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,LifeChef,Fresh Fit Meals,LifeChef,/vs/lifechef-vs-fresh-fit-meals-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,LifeChef,Healthy Course Meals,LifeChef,/vs/lifechef-vs-healthy-course-meals-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,LifeChef,Healthy For Life Meals,LifeChef,/vs/lifechef-vs-healthy-for-life-meals-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,LifeChef,Healthy Meals Kitchen,LifeChef,/vs/lifechef-vs-healthy-meals-kitchen-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,LifeChef,Healthy Xpress,LifeChef,/vs/lifechef-vs-healthy-xpress-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,LifeChef,Hers Meal Replacement,LifeChef,/vs/lifechef-vs-hers-meal-replacement-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,LifeChef,NutriFit,LifeChef,/vs/lifechef-vs-nutrifit-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,LifeChef,OPTAVIA,OPTAVIA,/vs/lifechef-vs-optavia-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,LifeChef,Seattle Sutton's Healthy Eating,LifeChef,/vs/lifechef-vs-seattle-sutton-s-healthy-eating-us-diet-meal-delivery/,generated
United States,us,diet meal delivery,LifeChef,Urban AIP,LifeChef,/vs/lifechef-vs-urban-aip-us-diet-meal-delivery/,generated
Sweden,sweden,meal kits,Linas Matkasse,Matkomfort,Linas Matkasse,/vs/linas-matkasse-vs-matkomfort-sweden-meal-kits/,generated
Sweden,sweden,meal kits,Linas Matkasse,Middagsfrid,Linas Matkasse,/vs/linas-matkasse-vs-middagsfrid-sweden-meal-kits/,generated
Kuwait,kuwait,diet meal delivery,LineUpFit,Anona Diet,LineUpFit,/vs/lineupfit-vs-anona-diet-kuwait-diet-meal-delivery/,generated
Kuwait,kuwait,diet meal delivery,LineUpFit,Diet Care,LineUpFit,/vs/lineupfit-vs-diet-care-kuwait-diet-meal-delivery/,generated
Kuwait,kuwait,diet meal delivery,LineUpFit,Diet Care Kuwait,LineUpFit,/vs/lineupfit-vs-diet-care-kuwait-kuwait-diet-meal-delivery/,generated
Australia,australia,diet meal delivery,Lite n' Easy,A Life Plus,Lite n' Easy,/vs/lite-n-easy-vs-a-life-plus-australia-diet-meal-delivery/,generated
Australia,australia,prepared meal delivery,Lite n Easy,Activate Foods,Lite n Easy,/vs/lite-n-easy-vs-activate-foods-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Lite n Easy,Aussie Meal Prep,Lite n Easy,/vs/lite-n-easy-vs-aussie-meal-prep-australia-prepared-meal-delivery/,generated
Australia,australia,diet meal delivery,Lite n' Easy,Be Fit Food,Lite n' Easy,/vs/lite-n-easy-vs-be-fit-food-australia-diet-meal-delivery/,generated
Australia,australia,prepared meal delivery,Lite n Easy,Bondi Meal Prep,Lite n Easy,/vs/lite-n-easy-vs-bondi-meal-prep-australia-prepared-meal-delivery/,generated
Australia,australia,diet meal delivery,Lite n' Easy,Dietlicious,Lite n' Easy,/vs/lite-n-easy-vs-dietlicious-australia-diet-meal-delivery/,generated
